username,tweet
rosemerahz,ิบาร์ั ิั ิบาร์คาน ิั ีดำเพื่อการปฏิู ัญญาณสีดำของความล้มเหลวของรัฐบาล ันเทปทั  ัฐบาลล้มเหลว ู์ิินเอาท์ ู์ิินเลตักชวาตั
ilyani36313617,takutnya kalau politik negara dikuasai oleh org muda biadap yang bersepah kat twitter hari ecek kata golongan baru pandai tanak air dah sindir mak mertua kalau dpt officemate classmate mcmtu mmg will avoid all cost 
sofyaahelena,idola lah bang 
rosemerahz,kibarkan hitam kibarkan hitam שחור לרפורמה סימן שחור כשל ממשל tetap  ממשלה נכשלה 
brucekwalee,tak payah pening pikir sape ganti sekarang dah terbukti bangang kalau ganti pun bahalol kita 
rosemerahz,kibarkan hitam kibarkan hitam। ुाो ाि ाो। सरकाो असफलताो ाो ्ा्। tetap  गवर्े् ि् muhuiddinletakjawatan
kucingsiber,tiga tuntutan terus kibarkan 
itsleofuentes,kenapa sebab kerajaan dan pembangkang tak boleh pakai masing masing ada agenda sendiri malas mention yang lagi kayangan tahu duduk bagi arahan tapi tak ambil serius suara rakyat projek pun darah daging sendiri fuck off 
rosemerahz,kibarkan hitam kibarkan hitam。 黑色的改革。 政府失败的黑色标志。 tetap  
jeffreychiang66,this flag flag 
rosemerahz,ி்் ி்் ி்் ி்் ீ்ிு்்ி்ா ு்ு அரசா் ோ்ிி் ு்ு ைா் tetap  அரசு ோ்ிு்ு 
shrhanum_,when hurts 
mankimcat,goodnight 
rosemerahz,кибаркан хитам кибаркан хитам черный для реформы черный признак государственной недостаточности tetap  
bebeblush,was too busy the whole day baru tau trending siang tadi had mini picnic the car while waiting for her abang 
taburanmilo,kita lawan kerajaan yang gagal ini 
huhriz,takleh perfomative saja suarakan pendapat not victory and itself and needs followed with actions bring that change about where next 
zlhlm98,kerajaan wajib ditolak pada pru15 nanti tolak parti yang menunggang agama tolak parti yang extremis tolak parti yang gila kuasa 
calistalieya,talking about guess entire world has fight stupidity
mymilkteh,thank you friends all around the for being solidarity with the movement today was very meaningful see your support flag icons love you much 
wawazwr,tatkala yang muda pun boleh tahu ini cara yang salah masih lagi tak benarkan undi18 sebab takut kami perosak yang merosakkan negara sekarang yang tua bangka poket penuh dengan duit tapi otak sudah tidak cerdas 
syerhaiderjay,apebende tak letak muka dekat kotak tab tab tersebut  
ojahaiii,’ never late realize  
schafeyqahh,kang kang kang kang  
am_i_here_right,kejap pause kejap kejap mageran asal boleh gitu 
anarch010gy,let keep trend
arezymfarme,tapi orang bodoh boleh 
ipohboyjourney,omggg mana social distancing semalam dah 100 orang mati still wanna make criteria pray before giving them food and made video this 
nisafaizi98,aku baca comment aku nngis 2020 dan 2021 tahun paling mencabar untk rakyat malaysia aku doakan rakyat malaysia sentiasa kuat sampai akhir dan selagi boleh
syazlinaiza,semoga cecah 500k esok 
shazmein_,apa apa pun kita tetap kena sebab 
htuulrae,black the colour people resistance ✊ burmese comrades are together with you malaysia may operation black flag succeed  
jang_pilah,kerana kerajaan menindas rakyat ibarat zionist haram jadah kezaliman paling teruk dalam sejarah malaysia
highonlonelinez,rakyat needs justice demands malaysians resignation prime minister muhyiddin the convening parliament the ending the emergency proclamation 
khalilmakata,sampai lawas  
shaq_ljfkcug,hahah jadi lah 
vishaaltkd,because tired the boomer government which good for nothing but stealing people money what happened that bloody wawasan 2020 where the reformed malaysia had before pandemic where the hope for the upcoming generation non that why 
manguelovin,perbezaan antara dua darjat dia sibuk marah rakyat tak ikut sop sana sini kau pijak kepala rakyat 
chadler21,takde bendera nak kibar just the right thing 
wzulhelmi,dont need politicians our country anymore fuck off government 
akramabdrashid,tiba2 jadi himpunan lgbt kena mengena tuhal bodoh punya cytro 
mirzaafiqbeg,tetap lawan 
youreasaucyboi,malaysia deserves much much better 
fauzankhasbi,pakai mask hitam dikira lawan tak 
afarhan_96,the lawyer should organize protest supporting 
upupkenchoong,bila sumbat mereka masuk menteri dalam negeri cakap punya perkataan memang tak payah ikut 
washandsinghbd,menteri tak buat kerja 
kaaralmarksu,apabila rakyat ditindas bagi keperluan asas apabila kerakusan segelintir mengkaburi pentadbiran berhemah apabila rakyat hilang kepercayaan terhadap kerajaan yang tidak lagi berkaliber apabila demokrasi diganti hipokrasi maka kita lawan 
ramlysmail_,hari dan trending jenis tak guna bahasa2 kesat dlm hati tau jer kat socmed macam2 perkataan binatang terkeluar orang extremely marah kan tapi jenis mulut jahat jauh lagi drp bermulut suci tapi busuk hati 
ptrrafeeq,jika disumbat dalam lobang jangan lupa kita semua berjuang
sreerajie,the opposition are not hijacking that would imply they are capable doing something similar they just piggybacking that all let watch what they actually end doing the 19th july 
airbenderboyy,takkan nak tolong ikut kawasan mengundi mat palebuto lah semua nie 
zoork_,demands malaysians resignation prime minister muhyiddin the convening parliament the ending the emergency proclamation 
naiza117,ramai belum lahir pun dia dah dah
ly_tripleh,teruskan jangan berhenti kita bagi muhyiddin koyak sampai 
asmaaliff,200k lagi ditekan lagi kita 
khailisyarose_,because nothing hurts more and sadden knowing that got trapped poverty and depression because our government who had promised everything need first time taking big step into adult life find better job then lockdown ruined all 
firzanaredzuan,sedih sial tgk this art fucking hell this hit hard 
dhnshg,why  fight for the people that have lost loved ones from the wild spread the covid virus and those that have taken their own lives due the hardships because our ‘kerajaan’ has done little get our lives back normalcy fight because lives matter 
drjasonleong,red the blood angry men black the dark ages past red world about dawn black the night that ends last les mis 
_imk44,serabut with prolonging odl dengan pandemic tak abes kesudah rakyat susah sume susah 
sherlnjk,keeping pace midnight with damn curtain 
rotikosong02, takde bendera baju pun jadilah  
saddamyc1,jangan berhenti rakyat tolong rakyat kerajaan sekarang menindas rakyat tiada belas kasihan tapi mereka sekarang mau kekal kuasa dalam jawatan masing2 moga misi kita tidak berhenti untuk melawan kerajaan yang makin teruk 
noriakiruby,where the humanity 
tenoq,esok sambung 
n4vin,the only thing that’ going work now 200 000 drag this government out from their offices and dump them the streets 
jalalmisai_2,kita sampai menang 
vin_der_pal,have keep the ball rolling already 200k 16am road 300k 
hakimiibrahim_,mantap kideyychiki
zzsazbutch,suara rakyat suara keramat suara rakyat suara keramat suara rakyat suara keramat tetap   
aimanazher,welcome the black parade  
evilmochii,lmao they quaking good 
hazmianas,almost 200k tweet wow
upupkenchoong,kdn bila nak sumbat semua menteri terlibat masuk “penjara khas” atau itu hanya untuk rakyat biasa saje 
rara_rauf,nak bagi sumbangan tapi pilih pilih penerima siap check penerima mengundi kat mana padahal penerima duduk kawasan dia boleh check tak pnya procedur sampai level mcm bagi sumbangan rajin pulak nak check segala 
ghostbumpzstory,let our part 
mommymiaica,setiap hari akan keluar kisah2 kurang enak tntang pemimpin kita mereka seperti mencabar aku kibar  aku xnk terpaksa sbb risau mereka makin jauh tenggelam aku kan baik xsuka tgk org tenggelam esk  sayonara 
_haziqzulkifli,congratulations for 200k 
dudukdalamkotak,ikut cucuk bontot dapat nama dapat kuasa duduk atas semua jadi lupa rakyat2 merana lagi tahniah  
mtcicero72,with trending online and offline will continue that are never silenced 
mayuism,deleted previous tweet about the hashtag trending malaysia because was foolishly the for you tab instead the trending tab apologies for that linking better analysis here 
malaysia_baharu,utk rakyat kelate kito hok airpaip auto tehbeng boleh akat dero deh harap2 berjayo dan dok keno takir demo 
korok_mokmung,ltak bndera ptih that org memerlukan dlam keadaan trdsak dpt dibntu sdap bnyklah yb2 kote kecut function dri dlu berguna snang depa goyang kaki anyways mmg support kempen bndera ptih stu tlong org stu mmg jelas kerajaan gagal 
mrkh_82,pergh 200k power gile kempen 
iambadrulamin,jufazli dalam utube dah kenapa anyone can explain siapa dia 
thearamhd,200k 
alyssjsmne,malaysians are tired helpless desperate hanging tight ropes and very much have had ✨enough ✨ time for drastic reform  will not spend the next one whole year cooped home wondering ’ afford next meal  
phagatleen,thanks leadership worsened the pandemic and cost the economy dearly now malaysians across our country are coming together and raise flags both black and white solidarity against our dictators 
michelleyesudas,found this gem mentions very  rap about our mysejahtera app here 
syahredzan,okay ’ stop checking the trend now good nite 
nowthisisrita,bicara mahu lawan zionist nak angkat solidariti rakyat pun kita gentar apakah penindasan juga ada kategori atau kita belum cukup tertindas 
23potteh,such dark path  
jakesharksmt,ugh panicking balls off anxiety back fuck this shit you piece shit 
imbashrahman,esok kalau keluar pacak bendera hitam kat kereta kena tahan tak 
kyaryhime,tak faham kenapa kita nak pilih pilih sekutu sedangkan kita ada musuh sama dan masalah yang nyata kenapa awak punya niat sahajakah yang suci orang lain semuanya tidak 
limweijiet,hits 200k tweets twitter jaya less than hours never seen campaign getting this much traction such short period time amazing inspiring 
23potteh,dark dark dark future  
haninayra,wearing black today 
syahredzan,although longer trending malaysia has reached 200 000 tweets 17am has reached more 000 tweets all this space less than hours and started trending this morning 
hxrryxo_,fist the oppressed will always stronger than that the oppressors 
adamadli,nak tunggang the wave kejap are still nowhere near our target can you all assist ing the tweet below and help achieve rm30k thank you 
ashieridzuan,larat nak siasat 200k   
imbashrahman,malaysians make some noise piu piu piuuu
pali7x,200k that 
wawazwr,penat serik 
korok_mokmung,jom that sbb 
lightandgrace1,congratulations 200k 
patricklsk,200k untuk 
weelz72614499,just gonna keep this trending 
dudukdalamkotak,buat protes camtu tak ada function serius aku cakap esok lusa papan baru tukar majikan2 kilang yang bangsat suruhlah patuh sop jugak 
thaza_kun,dan kedua duanya adalah tanda yang putih melawan kesengsaraan yang wujud akibat ketidakcekapan kerajaan yang hitam melawan kerajaan yang tidak cekap 
hafizubai1,dah 200k 
rizarul,sebab saya pergi beli kertas nak print surat miti tapi takleh beli sebab kertas bukan essential saya 
dannychew1996,dan sokong 
iambadrulamin,btw target 10pm tadi 200k  
kitkatmiao,please retweet  
zzsazbutch,tetap kibarkan hitam kibarkan hitam hitam untuk reformasi hitam tanda kegagalan kerajaan tetap  
kopihigh,this his shitheads costs many innocent lives drown even more into poverty bankruptcy robbed childhood from our kids the future bleak should fight for the light the end the tunnel all deserve ✊ 
putrakmrdn,ayuh 
45fortify,done 200k 
iambadrulamin,200k already 16am 
bdsmalaysia,you are okay with children being detained for attending peaceful protests against israel institutionalized racism and systemic oppression 
amirlaaa,just can’ stand and watch anymore all this stupidity reckless and inefficient management are all tired have things want and have but this situation you guys just broke all the things that work hard for before this 
akmal_azahar,masterpiece 
kucingsiber,200k will not silenced ✊ 
mizwarazmi,200k tweets dalam masa kurang dari jam 
khalilmakata,sampai lawas
kingalister2001,the current leaders have idea what they are doing the people care left the last priority jobless struggling without options survive mentally depressed ultimate greed personal wealth career malaysia becoming laughing stock the world 
cikicomel,best dah habis belum tak sanggup nak tunggu panjang panjang macam naruro jujutsu kaise demon slyer sis dah terjebak 
saddamyc1,dorang bolleh langgar sop dengan buat meeting senyap2 dekat jalan bellamy dah boleh pula nazri aziz oversea dengan family bila rakyat korang buat macam binatang hampir bulan kurung kitorang macam xde perasaan allah turunkan bala pada pemimpin kejam 
